Age,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,OutstandingPerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department:HumanResources,Department:ResearchAndDevelopment,Department:Sales,EducationField:HumanResources,EducationField:LifeSciences,EducationField:Marketing,EducationField:Medical,EducationField:Other,EducationField:TechnicalDegree,JobRole:HealthcareRepresentative,JobRole:HumanResources,JobRole:LaboratoryTechnician,JobRole:Manager,JobRole:ManufacturingDirector,JobRole:ResearchDirector,JobRole:ResearchScientist,JobRole:SalesExecutive,JobRole:SalesRepresentative,MaritalStatus:Divorced,MaritalStatus:Married,MaritalStatus:Single,Attrition
30,1,18,3,1,1,3,1,3,2632,1,0,14,0,3,0,5,4,2,5,4,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,2,9,2,4,0,1,2,4,4668,0,0,17,0,4,3,9,2,4,8,7,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,1,5,3,4,1,3,1,1,3204,5,0,14,0,4,1,8,3,3,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30,1,2,1,2,0,2,1,4,2720,0,0,13,0,4,0,6,3,3,5,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,2,10,3,4,0,2,4,1,17181,4,0,13,0,2,1,21,2,2,7,6,7,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
41,1,9,4,3,0,3,1,1,2238,2,0,21,1,4,1,7,2,3,5,0,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19,1,3,1,2,1,3,1,2,1483,1,0,14,0,4,0,1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,2,26,3,2,1,3,2,2,5605,1,0,11,0,1,1,20,2,3,20,7,2,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,1,1,5,3,0,3,3,2,7295,1,0,13,0,1,2,10,3,3,10,8,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,1,6,2,2,0,3,2,3,2306,2,1,20,1,4,1,13,3,1,7,7,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45,1,9,3,2,0,3,2,2,2348,8,0,18,0,3,1,20,2,1,17,9,0,15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,2,8,3,2,1,3,3,4,8998,1,0,14,0,4,0,9,2,3,9,8,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,0,1,1,4,0,3,2,3,4319,1,0,13,0,1,1,10,1,3,10,7,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
51,1,7,4,2,0,2,2,3,6132,2,0,17,0,3,0,10,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58,1,9,3,2,1,2,1,2,3346,4,1,20,1,2,1,9,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1,4,4,3,0,2,3,4,10855,7,0,11,0,1,1,15,2,2,12,11,2,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,2,2,4,3,1,3,1,3,2231,6,0,18,0,4,1,6,3,3,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,1,19,1,3,0,3,1,4,2323,1,0,24,1,1,2,2,6,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,0,9,3,4,0,3,1,2,2024,6,0,18,0,4,1,6,1,1,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,1,21,3,3,0,3,1,4,2713,1,0,11,0,3,1,5,2,1,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,1,24,2,3,0,4,3,4,9439,3,1,16,0,2,1,12,2,1,5,3,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,0,3,3,3,0,2,1,3,2566,1,1,15,0,4,1,1,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,1,11,3,3,1,3,5,2,19926,3,0,15,0,2,0,21,5,3,5,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,1,14,3,1,0,3,1,3,2451,4,0,12,0,1,1,13,2,3,9,8,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,1,5,3,2,1,3,3,4,9419,2,0,12,0,3,1,12,2,3,10,9,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,1,1,4,1,1,2,2,4,8686,4,0,22,1,3,0,12,2,4,8,3,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32,1,6,5,3,0,3,1,3,3038,3,0,20,1,1,0,8,2,3,5,4,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27,1,17,3,3,0,3,1,2,3058,0,1,16,0,4,1,6,3,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
19,2,1,1,3,1,1,1,1,2325,0,0,21,1,1,0,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
36,2,3,2,4,0,3,1,2,2088,4,0,12,0,3,0,13,3,2,8,7,7,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,0,9,3,3,0,3,2,1,3072,1,0,11,0,3,2,12,4,3,12,9,6,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,1,4,2,3,1,3,2,1,5006,4,1,11,0,1,1,9,3,4,5,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56,1,8,3,3,1,3,1,1,4257,4,1,18,0,3,1,19,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,1,2,3,3,0,3,1,4,2500,0,0,14,0,1,0,4,2,4,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19,1,2,3,2,0,2,1,4,1102,1,0,22,1,3,0,1,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
46,1,1,2,2,1,3,3,1,10453,1,0,25,1,3,3,24,2,3,24,13,15,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,1,9,2,3,1,3,1,4,2288,1,0,12,0,3,0,2,3,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,1,12,1,3,1,3,1,4,3929,8,1,23,1,3,1,7,0,3,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,1,27,2,4,1,3,1,2,2311,2,0,15,0,4,0,9,3,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41,1,20,2,2,1,3,1,2,3140,1,1,22,1,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
50,1,1,3,3,0,2,1,3,3690,2,0,15,0,4,1,5,2,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53,1,13,2,4,1,4,2,1,4450,1,0,11,0,3,2,5,3,3,4,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,1,14,3,4,1,3,1,2,2756,1,0,13,0,4,1,8,5,3,8,7,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,1,4,1,4,1,3,5,3,19033,1,0,14,0,2,1,21,2,3,20,8,9,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,1,14,4,3,0,4,5,2,18722,8,0,11,0,4,0,36,3,3,24,15,2,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,2,2,1,4,0,2,2,3,9547,1,0,17,0,3,0,10,2,2,10,9,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51,1,3,3,4,1,3,4,2,13734,3,0,18,0,3,0,21,6,3,7,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52,1,1,4,3,0,2,5,3,19999,0,0,14,0,1,1,34,5,3,33,18,11,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27,1,9,3,4,1,3,1,2,2279,1,0,16,0,4,0,7,2,2,7,7,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,1,23,2,2,0,2,2,3,5916,3,1,13,0,1,0,8,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
43,0,7,3,4,0,4,1,4,2089,4,0,14,0,4,3,7,3,4,5,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0,2,2,1,0,2,4,4,16792,9,0,23,1,4,1,22,1,3,20,8,11,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,1,21,3,2,0,4,1,1,3564,1,1,12,0,1,1,8,3,2,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,2,2,3,2,1,3,2,2,4425,5,0,11,0,4,0,10,5,3,6,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,0,21,2,3,1,3,2,3,5265,2,0,16,0,2,1,11,5,3,5,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,1,2,4,4,0,3,2,3,6553,9,0,14,0,2,0,14,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38,1,29,3,4,0,3,2,4,6261,3,0,18,0,1,1,9,3,1,7,7,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
27,2,1,1,3,0,2,2,1,4298,5,0,19,0,3,1,6,1,3,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
49,0,18,4,4,0,3,2,4,6804,1,1,15,0,1,2,7,0,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,2,10,4,4,0,3,1,3,3815,1,1,17,0,4,1,5,4,4,5,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40,1,19,2,3,0,3,2,4,2741,8,1,15,0,3,1,15,2,4,7,2,3,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38,1,29,1,2,0,3,2,1,6673,7,1,19,0,2,0,17,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
29,1,27,3,2,1,3,3,4,7639,1,0,22,1,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
22,1,5,3,4,0,4,1,2,2328,1,1,16,0,1,1,4,2,2,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,2,18,1,2,1,3,1,4,2153,1,0,13,0,1,0,8,2,3,8,1,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,9,5,4,0,2,2,4,4876,9,0,14,0,4,1,5,5,1,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,1,1,4,4,0,3,3,1,9396,7,0,16,0,3,1,17,3,3,4,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,1,4,4,4,0,1,3,4,10400,1,0,11,0,3,0,14,2,2,14,8,9,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
30,0,1,1,3,0,2,3,3,8474,1,0,22,1,3,0,12,2,3,11,8,5,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,2,20,3,4,1,3,2,3,9981,1,0,14,0,4,0,7,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51,1,8,4,2,0,2,3,2,12490,5,0,16,0,4,2,16,5,1,10,9,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30,1,3,3,4,1,3,1,1,2657,5,1,11,0,3,0,8,5,3,5,2,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
41,1,6,3,4,1,3,3,4,13591,3,1,18,0,3,0,16,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,2,26,4,3,1,2,2,1,6696,5,0,15,0,3,0,9,5,2,6,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
29,1,1,3,3,0,3,1,3,2058,0,0,14,0,4,0,7,1,2,6,2,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
45,0,6,3,4,1,2,3,4,8865,6,0,12,0,4,0,23,2,3,19,7,12,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,1,3,3,4,1,3,2,1,5940,2,0,14,0,4,1,16,4,3,6,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,1,5,2,4,0,3,2,2,5914,8,0,16,0,4,0,16,3,4,13,11,3,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,1,4,4,3,1,2,1,2,2622,6,0,21,1,4,0,7,3,3,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,2,11,3,2,0,3,3,4,12185,1,1,14,0,3,3,10,1,3,10,8,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,1,3,3,1,0,3,3,3,10609,0,0,12,0,3,2,17,6,2,16,10,5,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,0,1,4,3,0,1,2,3,4345,0,0,12,0,4,1,6,2,3,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
59,1,3,3,3,0,2,1,4,2177,3,0,17,0,1,1,7,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,2,4,4,1,0,3,1,4,2793,4,0,17,0,3,1,13,2,3,9,8,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29,2,1,1,2,1,3,3,4,7918,1,0,14,0,4,1,11,5,3,11,10,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,2,1,3,3,1,3,3,3,8789,1,0,14,0,1,0,10,3,4,10,7,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,1,18,1,3,0,2,1,4,2389,1,1,13,0,3,0,4,3,2,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
52,1,2,3,3,1,2,1,4,3212,7,0,15,0,2,0,6,3,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,1,4,2,3,0,3,5,4,19232,1,0,11,0,4,0,22,3,3,22,17,11,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
59,1,6,2,2,0,3,1,3,2267,8,0,17,0,4,0,7,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50,1,1,4,4,1,3,5,4,19517,3,0,11,0,3,1,32,3,2,7,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33,1,14,3,3,0,3,1,4,2436,5,1,13,0,3,1,8,2,1,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
43,1,16,3,4,1,3,4,4,16064,5,1,22,1,3,1,22,3,3,17,13,1,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,1,2,2,1,1,3,1,1,2707,7,0,20,1,1,0,13,3,4,9,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
52,0,2,4,1,0,2,5,3,19068,1,1,18,0,4,0,33,2,4,33,7,15,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,1,4,2,3,1,3,1,2,3931,2,0,11,0,1,1,6,5,3,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,1,1,3,4,0,2,1,3,3730,0,1,14,0,4,0,4,2,1,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
39,1,1,4,3,1,3,1,3,2232,7,0,14,0,3,3,7,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,0,26,4,3,0,3,2,4,4465,0,0,18,0,1,0,4,2,3,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,1,19,2,3,0,3,2,1,3072,2,0,16,0,1,2,17,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40,1,24,2,1,0,3,2,4,3319,1,0,17,0,1,2,9,3,3,9,8,4,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
45,1,1,3,3,0,4,5,4,19202,0,0,11,0,3,1,25,2,3,24,0,1,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,2,3,4,2,0,3,3,3,13675,9,0,12,0,1,1,9,3,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33,1,5,4,3,1,2,1,4,2911,1,0,13,0,3,1,2,2,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,1,2,4,4,0,2,2,1,5957,6,0,13,0,2,1,13,3,3,11,9,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,1,1,2,3,1,2,1,1,3920,2,0,14,0,1,1,17,2,2,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,2,7,4,1,0,4,2,3,6434,4,0,17,0,4,1,9,1,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,2,10,3,1,0,3,3,3,10048,6,0,11,0,2,2,17,5,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
39,2,2,4,3,1,3,3,3,10938,0,0,25,1,4,0,20,1,3,19,6,11,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29,1,15,3,3,0,3,1,4,2340,1,0,19,0,1,0,6,1,3,6,5,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,1,17,2,4,1,4,2,1,6545,3,1,13,0,3,0,10,1,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,20,2,4,0,3,2,4,6931,2,0,14,0,4,1,10,2,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25,1,1,3,1,1,3,2,3,4898,0,0,12,0,4,2,5,3,3,4,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
42,1,2,3,4,1,2,1,1,2593,0,1,11,0,3,1,10,4,3,9,6,7,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,1,2,2,1,0,3,5,3,19436,0,0,19,0,4,1,22,5,3,21,7,3,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,1,1,3,3,0,3,1,4,2723,1,0,11,0,2,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,2,29,2,3,0,2,1,2,3479,0,0,11,0,2,0,6,2,4,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32,2,7,3,2,0,4,1,2,2794,1,0,20,1,3,0,5,3,1,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38,0,2,2,4,0,2,2,4,5249,3,0,18,0,4,1,13,0,3,8,7,7,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32,1,2,1,4,0,2,2,1,2176,4,0,13,0,4,0,9,5,3,6,2,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
46,1,2,3,3,1,1,4,2,16872,3,1,12,0,2,1,28,2,2,7,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
28,1,2,4,1,0,3,1,3,3485,2,0,11,0,3,0,5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
29,1,2,3,1,0,2,2,2,6644,2,0,19,0,2,2,10,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,1,23,3,2,0,2,2,4,5582,0,0,21,1,2,1,10,2,3,9,0,7,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,0,5,2,2,0,4,2,1,4000,1,0,12,0,4,2,6,2,3,6,3,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,1,20,2,3,0,3,4,4,13496,0,1,14,0,2,0,21,2,3,20,7,4,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,1,6,3,4,0,3,1,4,3210,0,0,11,0,3,1,16,4,3,15,13,10,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,1,1,3,4,0,3,5,1,19045,0,1,14,0,3,0,37,2,3,36,10,4,13,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47,0,29,4,1,0,3,3,2,11849,1,1,12,0,4,1,10,2,2,10,7,9,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
28,1,9,3,4,0,3,1,4,2070,1,0,23,1,4,1,5,3,2,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,1,6,4,3,0,3,2,4,6502,4,0,14,0,2,1,7,5,4,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
21,1,3,2,4,0,2,1,3,3230,1,0,17,0,1,0,3,4,4,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,0,1,4,1,1,3,3,4,13603,2,1,18,0,1,2,15,2,3,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35,1,22,3,2,1,4,3,2,11996,7,0,18,0,2,1,10,6,2,7,7,6,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,1,7,2,1,1,4,2,1,5605,1,1,24,1,3,1,8,3,3,8,0,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26,2,1,3,3,1,3,2,2,6397,1,0,20,1,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,1,4,1,1,0,3,5,2,19144,3,0,14,0,1,2,28,4,2,10,4,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,1,3,4,3,0,3,4,3,17584,3,1,16,0,4,3,21,5,2,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
42,1,1,1,2,0,3,2,3,4907,1,0,25,1,3,0,20,3,3,20,16,11,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,2,2,2,2,0,3,2,4,4554,1,0,18,0,1,0,10,3,2,10,7,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55,1,20,2,2,0,3,2,4,5415,3,1,19,0,4,1,12,4,3,10,7,0,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
26,2,11,2,1,0,3,2,1,4741,1,1,13,0,3,1,5,3,3,5,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,1,1,3,4,1,3,1,4,2115,1,0,12,0,2,0,17,3,3,17,12,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
44,2,24,3,4,0,3,1,3,3161,3,1,22,1,4,1,19,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,1,23,4,4,0,3,2,4,5745,9,0,14,0,2,1,10,2,3,2,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,1,16,4,1,0,3,1,2,2373,2,1,13,0,4,1,5,2,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
28,1,8,2,4,1,3,1,4,3310,1,0,21,1,4,0,5,3,3,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49,2,10,4,3,1,3,5,1,18665,9,1,11,0,4,0,22,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
